id,date,region,new,deathTotal,death,healed,positives,hospitalized,isolated,intensiveCare,groceriesPharmacy,parks,residential,retailRecreation,transit,workplaces
2020-04-26_20,2020-04-26,20,9,109,6,388,783,115,668,20,-92,-85,21,-93,-80,-49
2020-04-26_21,2020-04-26,21,5,269,4,1218,994,152,842,14,-81,-61,18,-86,-71,-53
2020-04-26_22,2020-04-26,22,56,405,5,1807,1682,223,1459,24,-94,-91,24,-95,-81,-60
2020-04-27_0,2020-04-27,0,1739,26977,333,66624,105813,22309,83504,1956,-34,-68,26,-72,-72,-57
2020-04-27_01,2020-04-27,01,278,2878,55,6712,15508,3044,12464,214,-38,-72,28,-74,-74,-59
2020-04-27_02,2020-04-27,02,5,133,2,743,235,93,142,7,-41,-70,26,-81,-66,-57
2020-04-27_03,2020-04-27,03,590,13449,124,24589,35441,8205,27236,680,-42,-72,30,-78,-79,-61
2020-04-27_05,2020-04-27,05,108,1344,29,7375,8860,1222,7638,123,-22,-62,24,-69,-70,-50
2020-04-27_06,2020-04-27,06,60,271,7,1448,1258,143,1115,13,-22,-38,24,-69,-60,-50
2020-04-27_07,2020-04-27,07,154,1128,14,2934,3580,837,2743,83,-36,-61,25,-69,-66,-55
2020-04-27_08,2020-04-27,08,212,3431,45,9006,12225,2887,9338,247,-31,-66,26,-71,-69,-52
2020-04-27_09,2020-04-27,09,32,795,17,2401,5983,825,5158,154,-31,-70,27,-70,-68,-55
2020-04-27_10,2020-04-27,10,2,65,1,1018,287,106,181,16,-30,-58,25,-70,-62,-50
2020-04-27_11,2020-04-27,11,16,884,5,1933,3310,725,2585,58,-36,-70,27,-71,-66,-56
2020-04-27_12,2020-04-27,12,83,397,8,1433,4562,1607,2955,143,-32,-75,29,-72,-76,-63
2020-04-27_13,2020-04-27,13,15,299,4,545,2030,351,1679,23,-31,-70,25,-69,-73,-56
2020-04-27_14,2020-04-27,14,0,21,0,75,200,21,179,1,-38,-66,23,-67,-60,-54
2020-04-27_15,2020-04-27,15,18,352,7,1120,2877,578,2299,37,-36,-71,25,-74,-74,-59
2020-04-27_16,2020-04-27,16,10,405,6,641,2912,500,2412,51,-32,-66,23,-69,-76,-55
2020-04-27_17,2020-04-27,17,0,25,0,124,217,64,153,7,-31,-56,22,-69,-67,-54
2020-04-27_18,2020-04-27,18,7,83,3,231,782,120,662,6,-37,-62,22,-73,-75,-56
2020-04-27_19,2020-04-27,19,30,231,3,731,2123,475,1648,35,-34,-68,23,-71,-74,-57
2020-04-27_20,2020-04-27,20,3,109,0,398,776,116,660,19,-33,-67,22,-72,-67,-54
2020-04-27_21,2020-04-27,21,15,270,1,1286,940,166,774,16,-27,-70,22,-69,-68,-50
2020-04-27_22,2020-04-27,22,101,407,2,1881,1707,224,1483,23,-38,-79,26,-76,-69,-56
2020-04-28_0,2020-04-28,0,2091,27359,382,68941,105205,21586,83619,1863,-39,-71,26,-75,-74,-58
2020-04-28_01,2020-04-28,01,352,2936,58,7008,15506,2903,12603,202,-44,-75,29,-78,-76,-60
2020-04-28_02,2020-04-28,02,8,135,2,775,209,86,123,5,-44,-72,26,-84,-71,-58
2020-04-28_03,2020-04-28,03,869,13575,126,25029,35744,7935,27809,655,-46,-71,30,-80,-80,-62
2020-04-28_05,2020-04-28,05,129,1408,64,7699,8601,1187,7414,120,-31,-61,25,-72,-70,-50
2020-04-28_06,2020-04-28,06,18,278,7,1478,1239,149,1090,13,-28,-50,25,-72,-60,-51
2020-04-28_07,2020-04-28,07,130,1141,13,3060,3571,799,2772,81,-44,-69,26,-75,-70,-58
2020-04-28_08,2020-04-28,08,252,3472,41,9439,12003,2802,9201,228,-36,-70,27,-75,-71,-54
2020-04-28_09,2020-04-28,09,52,811,16,2524,5896,763,5133,144,-39,-76,28,-76,-71,-58
2020-04-28_10,2020-04-28,10,9,65,0,1039,275,97,178,17,-38,-64,26,-75,-65,-52
2020-04-28_11,2020-04-28,11,48,893,9,1948,3334,724,2610,58,-41,-71,27,-74,-68,-57
2020-04-28_12,2020-04-28,12,75,414,17,1491,4562,1600,2962,132,-37,-78,29,-76,-78,-64
2020-04-28_13,2020-04-28,13,25,310,11,599,1990,333,1657,21,-39,-69,24,-73,-74,-57
2020-04-28_14,2020-04-28,14,1,21,0,81,195,19,176,1,-42,-64,21,-69,-63,-55
2020-04-28_15,2020-04-28,15,31,358,6,1220,2802,577,2225,33,-38,-73,25,-76,-74,-60
2020-04-28_16,2020-04-28,16,22,407,2,654,2919,499,2420,51,-36,-66,22,-72,-75,-56
2020-04-28_17,2020-04-28,17,0,25,0,136,205,63,142,7,-38,-51,21,-71,-67,-55
2020-04-28_18,2020-04-28,18,1,85,2,248,764,119,645,6,-42,-64,21,-76,-74,-57
2020-04-28_19,2020-04-28,19,35,232,1,745,2143,462,1681,34,-39,-67,22,-74,-73,-57
2020-04-28_20,2020-04-28,20,2,109,0,404,772,114,658,18,-38,-65,21,-75,-68,-54
2020-04-28_21,2020-04-28,21,2,272,2,1316,910,151,759,15,-34,-69,24,-72,-68,-51
2020-04-28_22,2020-04-28,22,30,412,5,2048,1565,204,1361,22,-43,-81,27,-78,-69,-56
2020-04-29_0,2020-04-29,0,2086,27682,323,71252,104657,21005,83652,1795,-36,-68,27,-75,-72,-57
2020-04-29_01,2020-04-29,01,411,3003,67,7337,15521,2839,12682,202,-36,-65,28,-75,-71,-58
2020-04-29_02,2020-04-29,02,5,137,2,852,135,83,52,5,-43,-67,26,-83,-63,-56
2020-04-29_03,2020-04-29,03,786,13679,104,25333,36122,7754,28368,634,-42,-70,31,-80,-79,-61
2020-04-29_05,2020-04-29,05,117,1437,29,8019,8369,1156,7213,114,-29,-64,26,-72,-70,-50
2020-04-29_06,2020-04-29,06,15,285,7,1498,1227,146,1081,12,-29,-59,27,-74,-64,-50
2020-04-29_07,2020-04-29,07,117,1152,11,3161,3576,767,2809,70,-32,-55,25,-69,-64,-55
2020-04-29_08,2020-04-29,08,263,3512,40,9803,11862,2753,9109,226,-33,-67,28,-74,-70,-53
2020-04-29_09,2020-04-29,09,61,827,16,2802,5663,715,4948,139,-35,-74,29,-74,-69,-56
2020-04-29_10,2020-04-29,10,12,66,1,1064,261,93,168,16,-36,-63,27,-74,-64,-51
2020-04-29_11,2020-04-29,11,35,899,6,1964,3347,692,2655,52,-36,-72,28,-73,-65,-56
2020-04-29_12,2020-04-29,12,78,431,17,1579,4535,1575,2960,130,-34,-76,30,-76,-77,-63
2020-04-29_13,2020-04-29,13,24,315,5,632,1976,328,1648,19,-37,-70,25,-73,-73,-56
2020-04-29_14,2020-04-29,14,0,21,0,83,193,18,175,1,-38,-67,24,-70,-62,-55
2020-04-29_15,2020-04-29,15,30,359,1,1269,2782,549,2233,31,-37,-71,26,-76,-72,-59
2020-04-29_16,2020-04-29,16,49,410,3,692,2927,496,2431,47,-34,-64,23,-71,-75,-55
2020-04-29_17,2020-04-29,17,0,25,0,147,194,55,139,4,-35,-54,22,-71,-65,-54
2020-04-29_18,2020-04-29,18,5,86,1,263,753,113,640,6,-40,-68,23,-77,-75,-57
2020-04-29_19,2020-04-29,19,20,232,0,763,2145,449,1696,34,-35,-70,24,-74,-73,-58
2020-04-29_20,2020-04-29,20,5,116,7,413,761,104,657,17,-39,-64,22,-75,-66,-53
2020-04-29_21,2020-04-29,21,9,274,2,1388,845,133,712,14,-35,-71,24,-72,-70,-50
2020-04-29_22,2020-04-29,22,44,416,4,2190,1463,187,1276,22,-41,-72,26,-77,-66,-55
2020-04-30_0,2020-04-30,0,1872,27967,285,75945,101551,19843,81708,1694,-23,-67,26,-71,-71,-57
2020-04-30_01,2020-04-30,01,428,3066,63,7730,15493,2820,12673,199,-26,-68,28,-72,-71,-58
2020-04-30_02,2020-04-30,02,4,137,0,902,89,80,9,4,-36,-71,28,-82,-70,-58
2020-04-30_03,2020-04-30,03,598,13772,93,25749,36211,7439,28772,605,-34,-75,31,-77,-79,-61
2020-04-30_05,2020-04-30,05,135,1459,22,8354,8147,1126,7021,114,-11,-59,25,-67,-69,-50
2020-04-30_06,2020-04-30,06,15,289,4,1566,1170,120,1050,11,-10,-46,25,-68,-59,-50
2020-04-30_07,2020-04-30,07,104,1167,15,3275,3551,745,2806,69,-24,-64,26,-68,-66,-55
2020-04-30_08,2020-04-30,08,259,3551,39,12322,9563,2352,7211,206,-21,-67,27,-71,-69,-53
2020-04-30_09,2020-04-30,09,60,842,15,2926,5584,672,4912,126,-25,-70,28,-70,-67,-55
2020-04-30_10,2020-04-30,10,1,67,1,1092,233,84,149,16,-22,-60,25,-70,-60,-51
2020-04-30_11,2020-04-30,11,37,906,7,2131,3210,513,2697,48,-20,-66,28,-68,-64,-56
2020-04-30_12,2020-04-30,12,71,441,10,1707,4468,1532,2936,115,-22,-74,29,-72,-75,-62
2020-04-30_13,2020-04-30,13,7,320,5,695,1915,322,1593,16,-23,-67,24,-68,-71,-55
2020-04-30_14,2020-04-30,14,1,21,0,87,190,18,172,1,-27,-66,22,-65,-58,-54
2020-04-30_15,2020-04-30,15,13,359,0,1291,2773,513,2260,29,-22,-68,25,-72,-70,-58
2020-04-30_16,2020-04-30,16,43,415,5,708,2949,481,2468,42,-21,-62,22,-66,-72,-54
2020-04-30_17,2020-04-30,17,1,25,0,150,192,53,139,4,-18,-50,21,-66,-63,-54
2020-04-30_18,2020-04-30,18,6,86,0,282,740,111,629,6,-28,-66,23,-72,-73,-56
2020-04-30_19,2020-04-30,19,26,235,3,774,2157,441,1716,33,-21,-64,22,-68,-70,-57
2020-04-30_20,2020-04-30,20,5,116,0,435,744,103,641,16,-26,-65,22,-72,-65,-53
2020-04-30_21,2020-04-30,21,11,275,1,1441,802,139,663,13,-18,-66,23,-70,-66,-50
2020-04-30_22,2020-04-30,22,47,418,2,2328,1370,179,1191,21,-28,-74,26,-74,-65,-55
2020-05-01_0,2020-05-01,0,1965,28236,269,78249,100943,19147,81796,1578,-90,-74,41,-92,-86,-86
2020-05-01_01,2020-05-01,01,395,3097,31,8025,15562,2684,12878,181,-94,-79,44,-95,-88,-88
2020-05-01_02,2020-05-01,02,5,137,0,904,92,75,17,3,-75,-81,,-93,-84,-81
2020-05-01_03,2020-05-01,03,737,13860,88,26136,36473,7191,29282,563,-83,-79,45,-93,-89,-89
2020-05-01_05,2020-05-01,05,138,1479,20,8840,7779,1087,6692,110,-92,-61,42,-89,-83,-87
2020-05-01_06,2020-05-01,06,16,294,5,1632,1115,137,978,6,-91,-48,41,-90,-76,-85
2020-05-01_07,2020-05-01,07,133,1184,17,3424,3518,734,2784,68,-87,-59,37,-89,-80,-84
2020-05-01_08,2020-05-01,08,208,3579,28,12581,9484,2309,7175,197,-94,-79,45,-94,-87,-88
2020-05-01_09,2020-05-01,09,93,854,12,3218,5373,644,4729,124,-91,-57,41,-91,-80,-87
2020-05-01_10,2020-05-01,10,1,68,1,1121,204,73,131,13,-94,-76,40,-94,-81,-86
2020-05-01_11,2020-05-01,11,28,911,5,2153,3211,457,2754,44,-94,-82,43,-93,-85,-88
2020-05-01_12,2020-05-01,12,56,482,41,1744,4446,1477,2969,105,-92,-82,42,-94,-89,-88
2020-05-01_13,2020-05-01,13,18,324,4,713,1911,313,1598,16,-93,-69,38,-91,-88,-85
2020-05-01_14,2020-05-01,14,2,21,0,89,190,18,172,1,-93,-80,34,-93,-81,-82
2020-05-01_15,2020-05-01,15,21,359,0,1332,2753,507,2246,29,-92,-82,37,-93,-88,-85
2020-05-01_16,2020-05-01,16,27,421,6,731,2947,467,2480,39,-92,-75,34,-91,-89,-82
2020-05-01_17,2020-05-01,17,11,25,0,160,193,53,140,4,-91,-64,32,-91,-86,-79
2020-05-01_18,2020-05-01,18,4,86,0,299,727,108,619,3,-83,-73,32,-91,-88,-78
2020-05-01_19,2020-05-01,19,28,237,2,786,2171,429,1742,30,-93,-77,34,-94,-88,-84
2020-05-01_20,2020-05-01,20,18,117,1,452,744,96,648,12,-93,-76,33,-94,-84,-80
2020-05-01_21,2020-05-01,21,10,278,3,1493,757,123,634,11,-86,-64,37,-87,-79,-83
2020-05-01_22,2020-05-01,22,16,423,5,2416,1293,165,1128,19,-89,-65,38,-89,-71,-85
2020-05-02_0,2020-05-02,0,1900,28710,474,79914,100704,18896,81808,1539,-37,-71,23,-78,-70,-52
2020-05-02_01,2020-05-02,01,495,3126,29,8334,15719,2728,12991,178,-40,-73,24,-80,-71,-50
2020-05-02_02,2020-05-02,02,3,137,0,901,98,73,25,3,-51,-84,,-89,-79,-55
2020-05-02_03,2020-05-02,03,533,14189,329,26146,36667,7074,29593,545,-45,-76,25,-83,-77,-58
2020-05-02_05,2020-05-02,05,126,1502,23,9291,7431,1078,6353,108,-28,-61,22,-74,-69,-52
2020-05-02_06,2020-05-02,06,18,295,1,1655,1109,136,973,5,-27,-56,22,-75,-61,-50
2020-05-02_07,2020-05-02,07,186,1195,11,3519,3598,715,2883,68,-32,-61,21,-73,-61,-42
2020-05-02_08,2020-05-02,08,206,3614,35,12913,9323,2229,7094,196,-32,-76,25,-79,-73,-53
2020-05-02_09,2020-05-02,09,80,863,9,3297,5365,637,4728,118,-36,-54,23,-75,-63,-51
2020-05-02_10,2020-05-02,10,1,68,0,1130,196,73,123,13,-34,-70,24,-78,-67,-50
2020-05-02_11,2020-05-02,11,23,916,5,2177,3205,445,2760,46,-41,-81,28,-79,-72,-55
2020-05-02_12,2020-05-02,12,84,497,15,1807,4452,1466,2986,96,-34,-77,23,-77,-72,-49
2020-05-02_13,2020-05-02,13,16,327,3,758,1879,319,1560,16,-35,-74,24,-76,-78,-53
2020-05-02_14,2020-05-02,14,1,21,0,98,182,10,172,1,-38,-70,23,-74,-65,-52
2020-05-02_15,2020-05-02,15,15,362,3,1376,2721,497,2224,27,-29,-73,22,-78,-71,-51
2020-05-02_16,2020-05-02,16,34,422,1,757,2954,455,2499,39,-33,-72,22,-74,-75,-51
2020-05-02_17,2020-05-02,17,2,25,0,164,191,52,139,4,-33,-69,22,-75,-68,-52
2020-05-02_18,2020-05-02,18,0,88,2,311,713,104,609,4,-38,-76,22,-79,-78,-52
2020-05-02_19,2020-05-02,19,19,240,3,787,2186,426,1760,30,-36,-74,21,-77,-73,-50
2020-05-02_20,2020-05-02,20,2,119,2,466,730,99,631,13,-34,-76,21,-79,-69,-50
2020-05-02_21,2020-05-02,21,7,279,1,1553,703,123,580,10,-32,-59,18,-74,-70,-46
2020-05-02_22,2020-05-02,22,49,425,2,2474,1282,157,1125,19,-38,-66,20,-78,-58,-50
2020-05-03_0,2020-05-03,0,1389,28884,174,81654,100179,18743,81436,1501,-71,-75,21,-89,-76,-46
2020-05-03_01,2020-05-03,01,251,3152,26,8640,15638,2665,12973,169,-69,-79,21,-91,-77,-44
2020-05-03_02,2020-05-03,02,6,138,1,895,109,76,33,2,-81,-85,,-94,-82,-55
2020-05-03_03,2020-05-03,03,526,14231,42,26371,36926,7141,29785,532,-66,-82,22,-92,-82,-50
2020-05-03_05,2020-05-03,05,94,1516,14,9503,7299,1058,6241,103,-89,-63,20,-86,-71,-43
2020-05-03_06,2020-05-03,06,13,297,2,1688,1087,137,950,6,-85,-45,19,-85,-55,-40
2020-05-03_07,2020-05-03,07,47,1209,14,3599,3551,695,2856,68,-61,-63,18,-82,-64,-40
2020-05-03_08,2020-05-03,08,166,3642,28,13329,9045,2194,6851,197,-66,-80,22,-90,-81,-46
2020-05-03_09,2020-05-03,09,38,872,9,3363,5328,625,4703,112,-62,-57,20,-83,-65,-41
2020-05-03_10,2020-05-03,10,0,68,0,1143,183,71,112,13,-80,-78,22,-91,-72,-43
2020-05-03_11,2020-05-03,11,21,927,11,2194,3198,443,2755,43,-75,-86,24,-90,-78,-49
2020-05-03_12,2020-05-03,12,53,508,11,1916,4385,1441,2944,95,-63,-81,21,-89,-80,-46
2020-05-03_13,2020-05-03,13,32,330,3,798,1868,316,1552,16,-90,-76,21,-90,-83,-49
2020-05-03_14,2020-05-03,14,0,22,1,98,181,9,172,1,-68,-76,20,-89,-73,-45
2020-05-03_15,2020-05-03,15,25,364,2,1394,2726,485,2241,30,-67,-82,21,-90,-81,-49
2020-05-03_16,2020-05-03,16,11,424,2,765,2955,450,2505,40,-72,-72,21,-87,-80,-47
2020-05-03_17,2020-05-03,17,6,25,0,167,194,51,143,3,-83,-70,19,-89,-80,-45
2020-05-03_18,2020-05-03,18,2,88,0,324,702,99,603,4,-70,-75,18,-89,-83,-42
2020-05-03_19,2020-05-03,19,27,242,2,795,2203,412,1791,29,-90,-82,22,-93,-82,-54
2020-05-03_20,2020-05-03,20,4,119,0,511,689,102,587,10,-90,-82,20,-93,-77,-43
2020-05-03_21,2020-05-03,21,1,281,2,1590,665,120,545,11,-77,-45,15,-80,-65,-48
2020-05-03_22,2020-05-03,22,66,429,4,2571,1247,153,1094,17,-86,-63,18,-86,-55,-51
2020-05-04_0,2020-05-04,0,1221,29079,195,82879,99980,18302,81678,1479,-25,-30,18,-58,-57,-45
2020-05-04_01,2020-05-04,01,192,3186,34,8874,15562,2552,13010,161,-28,-15,19,-61,-58,-46
2020-05-04_02,2020-05-04,02,1,139,1,894,110,76,34,2,-28,-45,18,-69,-50,-48
2020-05-04_03,2020-05-04,03,577,14294,63,26504,37307,6946,30361,532,-31,-20,21,-64,-65,-49
2020-05-04_05,2020-05-04,05,55,1528,12,9611,7234,1056,6178,101,-19,-31,16,-57,-57,-39
2020-05-04_06,2020-05-04,06,4,299,2,1727,1050,134,916,4,-19,-8,17,-56,-46,-39
2020-05-04_07,2020-05-04,07,53,1221,12,3683,3508,678,2830,72,-23,-28,18,-54,-51,-46
2020-05-04_08,2020-05-04,08,159,3666,24,13525,8984,2167,6817,199,-25,-13,18,-57,-53,-40
2020-05-04_09,2020-05-04,09,38,881,9,3441,5279,619,4660,107,-25,-29,18,-57,-52,-43
2020-05-04_10,2020-05-04,10,0,70,2,1143,181,69,112,13,-28,-22,17,-56,-39,-39
2020-05-04_11,2020-05-04,11,44,932,5,2225,3206,433,2773,44,-30,-25,19,-55,-44,-44
2020-05-04_12,2020-05-04,12,38,524,16,1938,4385,1430,2955,95,-25,-45,21,-60,-64,-53
2020-05-04_13,2020-05-04,13,4,332,2,831,1837,316,1521,15,-23,-29,17,-55,-56,-45
2020-05-04_14,2020-05-04,14,0,22,0,101,178,10,168,1,-29,-33,16,-53,-45,-44
2020-05-04_15,2020-05-04,15,14,366,2,1421,2711,462,2249,24,-25,-44,17,-59,-57,-46
2020-05-04_16,2020-05-04,16,9,429,5,779,2945,436,2509,39,-25,-34,15,-53,-63,-44
2020-05-04_17,2020-05-04,17,0,25,0,188,173,53,120,3,-23,-36,16,-55,-51,-45
2020-05-04_18,2020-05-04,18,4,88,0,356,674,97,577,4,-27,-27,16,-58,-60,-46
2020-05-04_19,2020-05-04,19,15,244,2,809,2202,403,1799,27,-25,-38,15,-56,-58,-46
2020-05-04_20,2020-05-04,20,-2,119,0,545,653,100,553,9,-27,-15,14,-60,-50,-43
2020-05-04_21,2020-05-04,21,5,284,3,1621,636,113,523,10,-24,-56,16,-61,-57,-43
2020-05-04_22,2020-05-04,22,11,430,1,2663,1165,152,1013,17,-28,-49,17,-62,-48,-46
2020-05-05_0,2020-05-05,0,1075,29315,236,85231,98467,17697,80770,1427,-27,-31,19,-60,-58,-46
2020-05-05_01,2020-05-05,01,152,3216,30,9235,15323,2462,12861,155,-29,-17,21,-62,-58,-47
2020-05-05_02,2020-05-05,02,0,139,0,894,110,59,51,3,-29,-47,20,-71,-51,-49
2020-05-05_03,2020-05-05,03,500,14389,95,27124,37092,6710,30382,509,-31,-17,23,-65,-66,-49
2020-05-05_05,2020-05-05,05,29,1545,17,9741,7116,1024,6092,98,-21,-31,18,-58,-56,-39
2020-05-05_06,2020-05-05,06,9,303,4,1798,984,124,860,4,-21,-18,19,-59,-47,-40
2020-05-05_07,2020-05-05,07,63,1232,11,3816,3427,651,2776,68,-26,-42,21,-59,-56,-47
2020-05-05_08,2020-05-05,08,100,3705,39,13889,8681,2108,6573,191,-26,-19,20,-60,-54,-42
2020-05-05_09,2020-05-05,09,30,889,8,3552,5190,595,4595,111,-27,-32,20,-60,-53,-44
2020-05-05_10,2020-05-05,10,6,70,0,1154,176,67,109,11,-29,-27,18,-59,-40,-41
2020-05-05_11,2020-05-05,11,29,936,4,2237,3219,429,2790,42,-29,-26,19,-58,-46,-43
2020-05-05_12,2020-05-05,12,67,534,10,2010,4370,1406,2964,91,-26,-46,23,-61,-65,-54
2020-05-05_13,2020-05-05,13,25,335,3,881,1809,300,1509,11,-27,-21,18,-57,-54,-46
2020-05-05_14,2020-05-05,14,0,22,0,102,177,10,167,1,-31,-31,16,-54,-44,-44
2020-05-05_15,2020-05-05,15,20,369,3,1619,2530,433,2097,25,-24,-40,18,-59,-56,-48
2020-05-05_16,2020-05-05,16,17,433,4,798,2939,423,2516,39,-26,-25,16,-55,-61,-45
2020-05-05_17,2020-05-05,17,10,25,0,194,177,53,124,3,-27,-24,17,-57,-51,-47
2020-05-05_18,2020-05-05,18,1,88,0,381,650,96,554,4,-29,-27,16,-60,-57,-47
2020-05-05_19,2020-05-05,19,12,247,3,818,2202,393,1809,26,-28,-31,16,-58,-57,-47
2020-05-05_20,2020-05-05,20,1,119,0,557,642,103,539,9,-28,-10,15,-62,-51,-44
2020-05-05_21,2020-05-05,21,1,286,2,1644,612,110,502,11,-26,-58,18,-63,-58,-44
2020-05-05_22,2020-05-05,22,3,433,3,2787,1041,141,900,15,-29,-51,19,-65,-49,-47
2020-05-06_0,2020-05-06,0,1444,29684,369,93245,91528,17102,74426,1333,-28,-32,20,-61,-58,-46
2020-05-06_01,2020-05-06,01,165,3247,31,9834,14858,2297,12561,150,-30,-19,21,-63,-58,-46
2020-05-06_02,2020-05-06,02,3,139,0,880,127,53,74,3,-31,-45,19,-72,-50,-48
2020-05-06_03,2020-05-06,03,764,14611,222,33005,31753,6559,25194,480,-32,-24,23,-66,-66,-48
2020-05-06_05,2020-05-06,05,77,1568,23,10122,6789,992,5797,90,-23,-37,18,-60,-57,-39
2020-05-06_06,2020-05-06,06,9,306,3,1826,962,118,844,3,-23,-24,19,-60,-49,-39
2020-05-06_07,2020-05-06,07,76,1243,11,4002,3306,607,2699,59,-23,-32,20,-57,-51,-46
2020-05-06_08,2020-05-06,08,104,3737,32,14251,8391,1992,6399,176,-26,-31,21,-61,-56,-42
2020-05-06_09,2020-05-06,09,26,899,10,3670,5088,554,4534,92,-28,-34,20,-61,-53,-43
2020-05-06_10,2020-05-06,10,4,70,0,1163,171,64,107,9,-30,-29,19,-59,-40,-41
2020-05-06_11,2020-05-06,11,29,943,7,2242,3236,395,2841,42,-30,-47,21,-61,-49,-43
2020-05-06_12,2020-05-06,12,81,538,4,2024,4433,1442,2991,91,-26,-43,23,-62,-65,-53
2020-05-06_13,2020-05-06,13,22,341,6,915,1791,296,1495,11,-29,-47,19,-61,-60,-46
2020-05-06_14,2020-05-06,14,3,22,0,103,179,9,170,0,-31,-48,18,-57,-50,-45
2020-05-06_15,2020-05-06,15,14,376,7,1816,2340,458,1882,25,-24,-40,18,-59,-55,-47
2020-05-06_16,2020-05-06,16,26,438,5,855,2903,401,2502,36,-26,-38,17,-57,-63,-45
2020-05-06_17,2020-05-06,17,3,25,0,202,172,50,122,3,-26,-34,17,-58,-48,-45
2020-05-06_18,2020-05-06,18,3,89,1,389,644,90,554,3,-28,-30,17,-61,-58,-47
2020-05-06_19,2020-05-06,19,14,250,3,830,2201,384,1817,25,-27,-33,16,-57,-58,-47
2020-05-06_20,2020-05-06,20,1,119,0,577,623,102,521,11,-29,-9,15,-62,-49,-43
2020-05-06_21,2020-05-06,21,1,286,0,1678,579,110,469,11,-28,-50,18,-62,-55,-43
2020-05-06_22,2020-05-06,22,19,437,4,2861,982,129,853,13,-31,-53,20,-66,-50,-46
2020-05-07_0,2020-05-07,0,1401,29958,274,96276,89624,16485,73139,1311,-27,-28,20,-60,-58,-45
2020-05-07_01,2020-05-07,01,196,3282,35,10384,14469,2297,12172,150,-29,-14,21,-62,-58,-46
2020-05-07_02,2020-05-07,02,4,139,0,881,130,51,79,2,-32,-45,20,-70,-52,-49
2020-05-07_03,2020-05-07,03,720,14745,134,33329,32015,6328,25687,480,-31,-15,23,-64,-65,-48
2020-05-07_05,2020-05-07,05,74,1589,21,10430,6534,959,5575,87,-22,-28,18,-58,-56,-39
2020-05-07_06,2020-05-07,06,13,308,2,1872,927,111,816,2,-23,-11,19,-59,-47,-39
2020-05-07_07,2020-05-07,07,94,1254,11,4143,3248,582,2666,57,-23,-24,20,-56,-51,-46
2020-05-07_08,2020-05-07,08,108,3766,29,14710,8011,1899,6112,173,-27,-13,20,-59,-54,-41
2020-05-07_09,2020-05-07,09,26,915,16,4052,4716,528,4188,91,-27,-26,21,-60,-53,-43
2020-05-07_10,2020-05-07,10,1,70,0,1194,141,56,85,9,-29,-29,19,-58,-40,-40
2020-05-07_11,2020-05-07,11,31,948,5,2257,3247,369,2878,41,-29,-15,20,-57,-45,-42
2020-05-07_12,2020-05-07,12,39,543,5,2143,4348,1380,2968,89,-26,-42,23,-61,-65,-53
2020-05-07_13,2020-05-07,13,25,348,7,954,1770,275,1495,12,-27,-23,18,-57,-54,-45
2020-05-07_14,2020-05-07,14,1,22,0,113,170,8,162,0,-29,-41,17,-56,-47,-44
2020-05-07_15,2020-05-07,15,9,379,3,2023,2139,442,1697,27,-23,-42,19,-59,-57,-47
2020-05-07_16,2020-05-07,16,49,441,3,1004,2800,390,2410,35,-25,-41,17,-56,-62,-44
2020-05-07_17,2020-05-07,17,-16,26,1,202,155,50,105,2,-23,-31,17,-57,-51,-45
2020-05-07_18,2020-05-07,18,3,89,0,403,633,83,550,2,-27,-33,17,-59,-59,-47
2020-05-07_19,2020-05-07,19,7,251,1,910,2127,370,1757,21,-26,-38,17,-58,-59,-47
2020-05-07_20,2020-05-07,20,5,119,0,622,583,99,484,9,-29,-15,16,-62,-50,-43
2020-05-07_21,2020-05-07,21,9,286,0,1715,551,98,453,11,-27,-47,18,-62,-55,-42
2020-05-07_22,2020-05-07,22,3,438,1,2935,910,110,800,11,-32,-43,19,-65,-49,-46
2020-05-08_0,2020-05-08,0,1327,30201,243,99023,87961,15804,72157,1168,-23,-29,21,-60,-58,-45
2020-05-08_01,2020-05-08,01,233,3305,23,10956,14107,2153,11954,140,-26,-19,23,-63,-58,-46
2020-05-08_02,2020-05-08,02,1,139,0,889,123,47,76,2,-30,-51,21,-73,-55,-49
2020-05-08_03,2020-05-08,03,634,14839,94,33901,31983,6102,25881,400,-28,-20,24,-65,-65,-48
2020-05-08_05,2020-05-08,05,65,1627,38,10804,6187,910,5277,79,-16,-34,20,-60,-58,-39
2020-05-08_06,2020-05-08,06,9,308,0,1897,911,107,804,2,-16,-17,20,-59,-47,-40
2020-05-08_07,2020-05-08,07,78,1265,11,4282,3176,563,2613,46,-20,-12,21,-55,-51,-45
2020-05-08_08,2020-05-08,08,111,3797,31,15071,7730,1843,5887,163,-20,-24,21,-60,-57,-41
2020-05-08_09,2020-05-08,09,38,930,15,4199,4592,483,4109,84,-27,-23,21,-60,-53,-43
2020-05-08_10,2020-05-08,10,1,71,1,1216,119,53,66,6,-25,-26,19,-59,-42,-40
2020-05-08_11,2020-05-08,11,18,954,6,2278,3238,341,2897,38,-23,-26,21,-58,-46,-42
2020-05-08_12,2020-05-08,12,52,549,6,2209,4328,1362,2966,84,-23,-40,24,-62,-65,-52
2020-05-08_13,2020-05-08,13,6,351,3,1014,1713,260,1453,10,-22,-25,20,-58,-57,-44
2020-05-08_14,2020-05-08,14,22,22,0,121,184,6,178,0,-25,-31,17,-56,-49,-44
